timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1494467970853,1153,27 /,200,OK,bp10 10-1,text,true,,10388,904,1,10,451,0,61
1494467972318,371,31 /layouts/system/VisitorIdentification.js,200,OK,bp10 10-1,text,true,,1528,412,1,10,371,0,62
1494467970837,1857,87 /,200,OK,bp07 7-1,text,true,,22791,468,1,10,1846,0,608
1494467970535,1857,bp07s1,200,"Number of samples in transaction : 1, number of failing samples : 0",bp07 7-1,,true,,22791,468,1,10,1846,303,608
1494467972989,13,32 /assets/r-B6BE34619D738D15880CCD7B0B7C93D5/uwaCss.css,200,OK,bp10 10-1,text,true,,61813,440,1,10,9,0,0
1494467973301,4,33 /assets/r-0DF3025DFD45326BBA4E75A9ECAED483/modernizrJs.js,200,OK,bp10 10-1,text,true,,6312,429,1,10,3,0,0
1494467973005,451,89 /international-students,200,OK,bp07 7-1,text,true,,36072,547,1,10,437,0,29
1494467972694,451,bp07s3,200,"Number of samples in transaction : 1, number of failing samples : 0",bp07 7-1,,true,,36072,547,1,10,437,312,29
1494467970837,2629,4 /,200,OK,bp06 6-1,text,true,,23176,928,1,10,457,0,454
1494467970853,2782,13 /,200,OK,bp09 9-1,text,true,,23157,928,1,10,441,0,438
1494467970543,2782,bp09s1,200,"Number of samples in transaction : 1, number of failing samples : 0",bp09 9-1,,true,,23157,928,1,10,441,311,438
1494467970786,2861,4 /,200,OK,bp02 2-1,text,true,,23160,928,1,10,508,0,505
1494467970786,3026,1 /,200,OK,bp01 1-1,text,true,,22779,464,1,10,3024,0,609
1494467970837,2978,13 /,200,OK,bp08 8-1,text,true,,23168,928,1,10,457,0,454
1494467970537,2978,bp08s1,200,"Number of samples in transaction : 1, number of failing samples : 0",bp08 8-1,,true,,23168,928,1,10,457,302,454
1494467970786,3054,41 /,200,OK,bp03 3-1,text,true,,23162,980,1,10,510,0,505
1494467970463,3054,bp03s1,200,"Number of samples in transaction : 1, number of failing samples : 0",bp03 3-1,,true,,23162,980,1,10,510,325,505
1494467973613,286,34 /visualid/lib/font-awesome/font-awesome.4.latest.css,200,OK,bp10 10-1,text,true,,37872,452,1,10,146,0,96
1494467970786,3330,17 /,200,OK,bp04 4-1,text,true,,23158,1140,1,10,510,0,505
1494467970475,3330,bp04s1,200,"Number of samples in transaction : 1, number of failing samples : 0",bp04 4-1,,true,,23158,1140,1,10,510,313,505
1494467970822,3301,17 /,200,OK,bp05 5-1,text,true,,23167,930,1,10,474,0,469
1494467970523,3301,bp05s1 ,200,"Number of samples in transaction : 1, number of failing samples : 0",bp05 5-1,,true,,23167,930,1,10,474,300,469
1494467973769,423,90 /international-students/life-in-perth,200,OK,bp07 7-1,text,true,,24718,583,1,10,422,0,0
1494467973457,423,bp07s4,200,"Number of samples in transaction : 1, number of failing samples : 0",bp07 7-1,,true,,24718,583,1,10,422,313,0
1494467974206,8,36 /assets/r-772E2629E969026E53EBA20227688FD7/uwaJs.js,200,OK,bp10 10-1,text,true,,102671,423,1,10,4,0,0
1494467974144,153,46 /UWAFS/LoginRegister/LoginRegisterUser,200,OK,bp03 3-1,text,true,,3243,1839,1,10,12,0,7
1494467974424,21,BeanShell Sampler,200,OK,bp04 4-1,text,true,,0,0,1,10,0,0,0
1494467974518,9,37 /assets/dist/images/logo-full-hor-rev.png,200,OK,bp10 10-1,bin,true,,5430,438,1,10,9,0,2
1494467974502,325,91 /international-students,200,OK,bp07 7-1,text,true,,36070,578,1,10,323,0,0
1494467974193,325,bp07s5,200,"Number of samples in transaction : 1, number of failing samples : 0",bp07 7-1,,true,,36070,578,1,10,323,309,0
1494467974830,35,40 /assets/dist/images/main-strokes.jpg,200,OK,bp10 10-1,bin,true,,878458,485,1,10,4,0,0
1494467975173,152,39 /gtm.js,200,OK,bp10 10-1,text,true,,39568,338,1,10,140,0,4
1494467974424,991,20 /Events/Open-day,200,OK,bp05 5-1,text,true,,16192,1072,1,10,124,0,7
1494467974123,991,bp05s4,200,"Number of samples in transaction : 1, number of failing samples : 0",bp05 5-1,,true,,16192,1072,1,10,124,301,7
1494467975126,411,92 /international-students/moving-to-perth,200,OK,bp07 7-1,text,true,,18992,585,1,10,398,0,30
1494467974827,411,bp07s6,200,"Number of samples in transaction : 1, number of failing samples : 0",bp07 7-1,,true,,18992,585,1,10,398,300,30
1494467975626,4,42 /assets/dist/fonts/glyphicons-halflings-regular.woff,200,OK,bp10 10-1,text,true,,23804,507,1,10,4,0,0
1494467975937,5,43 /assets/dist/fonts/uwa-icon-font/uwa-icon-font.woff,200,OK,bp10 10-1,text,true,,10646,506,1,10,5,0,0
1494467975844,351,93 /international-students,200,OK,bp07 7-1,text,true,,36078,580,1,10,333,0,0
1494467975538,351,bp07s7,200,"Number of samples in transaction : 1, number of failing samples : 0",bp07 7-1,,true,,36078,580,1,10,333,306,0
1494467973769,2492,5 /,200,OK,bp06 6-1,text,true,,23175,928,1,10,11,0,9
1494467970531,5121,bp06s1,200,"Number of samples in transaction : 2, number of failing samples : 0",bp06 6-1,,true,,46351,1856,1,10,468,610,463
1494467973957,2315,5 /,200,OK,bp02 2-1,text,true,,22737,1408,1,10,98,0,4
1494467970456,5176,bp02s0A,200,"Number of samples in transaction : 2, number of failing samples : 0",bp02 2-1,,true,,45897,2336,1,10,606,642,509
