timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1494398938321,1917,87 /,200,OK,bp07 7-1,text,true,,21324,468,1,10,1916,0,652
1494398938020,1917,bp07s1,200,"Number of samples in transaction : 1, number of failing samples : 0",bp07 7-1,,true,,21324,468,1,10,1916,305,652
1494398938336,2409,27 /,200,OK,bp10 10-1,text,true,,10327,904,1,10,601,0,12
1494398940552,507,89 /international-students,200,OK,bp07 7-1,text,true,,36040,547,1,10,493,0,34
1494398940243,507,bp07s3,200,"Number of samples in transaction : 1, number of failing samples : 0",bp07 7-1,,true,,36040,547,1,10,493,310,34
1494398938336,2793,13 /,200,OK,bp09 9-1,text,true,,21706,928,1,10,498,0,493
1494398938028,2793,bp09s1,200,"Number of samples in transaction : 1, number of failing samples : 0",bp09 9-1,,true,,21706,928,1,10,498,308,493
1494398938271,2869,41 /,200,OK,bp03 3-1,text,true,,21707,980,1,10,562,0,557
1494398937940,2869,bp03s1,200,"Number of samples in transaction : 1, number of failing samples : 0",bp03 3-1,,true,,21707,980,1,10,562,335,557
1494398938305,2932,17 /,200,OK,bp05 5-1,text,true,,21708,930,1,10,546,0,524
1494398938008,2932,bp05s1 ,200,"Number of samples in transaction : 1, number of failing samples : 0",bp05 5-1,,true,,21708,930,1,10,546,297,524
1494398938271,3025,4 /,200,OK,bp02 2-1,text,true,,21707,928,1,10,562,0,558
1494398938271,3057,1 /,200,OK,bp01 1-1,text,true,,21328,464,1,10,3056,0,661
1494398938271,3087,17 /,200,OK,bp04 4-1,text,true,,21708,1140,1,10,562,0,558
1494398937960,3087,bp04s1,200,"Number of samples in transaction : 1, number of failing samples : 0",bp04 4-1,,true,,21708,1140,1,10,562,311,558
1494398938321,3095,4 /,200,OK,bp06 6-1,text,true,,21701,928,1,10,512,0,508
1494398941457,59,46 /UWAFS/LoginRegister/LoginRegisterUser,200,OK,bp03 3-1,text,true,,3242,1839,1,10,14,0,4
1494398938321,3286,13 /,200,OK,bp08 8-1,text,true,,21712,928,1,10,512,0,508
1494398938023,3286,bp08s1,200,"Number of samples in transaction : 1, number of failing samples : 0",bp08 8-1,,true,,21712,928,1,10,512,298,508
