timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1494555341552,4232,bp10s1,200,OK,bp10 5-1,text,true,,70810,0,1,5,0,0,0
1494555341076,4232,bp10,200,"Number of samples in transaction : 1, number of failing samples : 0",bp10 5-1,,true,,70810,0,1,5,0,535,0
1494555341552,5608,bp09s1,200,OK,bp09 4-1,text,true,,131648,0,1,5,0,0,0
1494555341552,5657,bp08s1,200,OK,bp08 3-1,text,true,,131648,0,1,5,0,0,0
1494555341552,5717,bp07s1,200,OK,bp07 2-1,text,true,,131648,0,1,5,0,0,0
1494555347529,140,bp09s2A,200,OK,bp09 4-1,text,true,,131645,0,1,5,0,0,0
1494555347579,102,bp08s2A,200,OK,bp08 3-1,text,true,,131648,0,1,5,0,0,0
1494555347633,153,bp07s2,200,OK,bp07 2-1,text,true,,130569,0,1,5,0,0,0
1494555341552,6446,bp06s1,200,OK,bp06 1-1,text,true,,131650,0,1,5,0,0,0
1494555348217,2427,bp07s3,200,OK,bp07 2-1,text,true,,133571,0,1,5,0,0,0
1494555348004,3175,bp09s2,200,OK,bp09 4-1,text,true,,294664,0,1,5,0,0,0
1494555348011,3185,bp08s2,200,OK,bp08 3-1,text,true,,294666,0,1,5,0,0,0
1494555348359,3667,bp06s2,200,OK,bp06 1-1,text,true,,99246,0,1,5,0,0,0
1494555350995,1941,bp07s4,200,OK,bp07 2-1,text,true,,111666,0,1,5,0,0,0
1494555351553,2530,bp09s3,200,OK,bp09 4-1,text,true,,155990,0,1,5,0,0,0
1494555352365,2327,bp06s3,200,OK,bp06 1-1,text,true,,155836,0,1,5,0,0,0
1494555353297,1789,bp07s5,200,OK,bp07 2-1,text,true,,133571,0,1,5,0,0,0
1494555355423,1705,bp07s6,200,OK,bp07 2-1,text,true,,96583,0,1,5,0,0,0
1494555354428,2672,bp09s4,200,OK,bp09 4-1,text,true,,294666,0,1,5,0,0,0
1494555355024,2460,bp06s4,200,OK,bp06 1-1,text,true,,155986,0,1,5,0,0,0
1494555357460,1844,bp07s7,200,OK,bp07 2-1,text,true,,133571,0,1,5,0,0,0
1494555351582,8029,bp08s3,200,OK,bp08 3-1,text,true,,196538,0,1,5,0,0,0
