timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1494573901322,1408,27 /,200,OK,bp10 10-1,text,true,,10387,774,1,10,259,0,32
1494573901322,1861,87 /,200,OK,bp07 7-1,text,true,,27468,403,1,10,1847,0,629
1494573901017,1861,bp07s1,200,"Number of samples in transaction : 1, number of failing samples : 0",bp07 7-1,,true,,27468,403,1,10,1847,305,629
1494573903038,425,31 /layouts/system/VisitorIdentification.js,200,OK,bp10 10-1,text,true,,1528,347,1,10,425,0,64
1494573901275,2321,1 /,200,OK,bp01 1-1,text,true,,22536,448,1,10,2318,0,65
1494573901275,2340,41 /,200,OK,bp03 3-1,text,true,,23096,818,1,10,280,0,19
1494573900966,2340,bp03s1,200,"Number of samples in transaction : 1, number of failing samples : 0",bp03 3-1,,true,,23096,818,1,10,280,310,19
1494573901322,2372,13 /,200,OK,bp09 9-1,text,true,,23100,766,1,10,320,0,2
1494573901021,2372,bp09s1,200,"Number of samples in transaction : 1, number of failing samples : 0",bp09 9-1,,true,,23100,766,1,10,320,301,2
1494573901322,2384,4 /,200,OK,bp06 6-1,text,true,,23102,766,1,10,240,0,2
1494573903771,8,32 /assets/r-B6BE34619D738D15880CCD7B0B7C93D5/uwaCss.css,200,OK,bp10 10-1,text,true,,61813,375,1,10,3,0,0
1494573901275,2511,4 /,200,OK,bp02 2-1,text,true,,23091,766,1,10,332,0,19
1494573901322,2588,13 /,200,OK,bp08 8-1,text,true,,23107,766,1,10,212,0,2
1494573901018,2588,bp08s1,200,"Number of samples in transaction : 1, number of failing samples : 0",bp08 8-1,,true,,23107,766,1,10,212,305,2
1494573903490,454,89 /international-students,200,OK,bp07 7-1,text,true,,33856,482,1,10,453,0,28
1494573903183,454,bp07s3,200,"Number of samples in transaction : 1, number of failing samples : 0",bp07 7-1,,true,,33856,482,1,10,453,307,28
1494573903927,66,46 /UWAFS/LoginRegister/LoginRegisterUser,200,OK,bp03 3-1,text,true,,2944,1561,1,10,6,0,2
1494573901322,2709,17 /,200,OK,bp05 5-1,text,true,,23110,768,1,10,369,0,2
1494573901010,2709,bp05s1 ,200,"Number of samples in transaction : 1, number of failing samples : 0",bp05 5-1,,true,,23110,768,1,10,369,312,2
1494573901275,2799,17 /,200,OK,bp04 4-1,text,true,,23100,1013,1,10,359,0,19
1494573900977,2799,bp04s1,200,"Number of samples in transaction : 1, number of failing samples : 0",bp04 4-1,,true,,23100,1013,1,10,359,298,19
1494573904083,3,33 /assets/r-0DF3025DFD45326BBA4E75A9ECAED483/modernizrJs.js,200,OK,bp10 10-1,text,true,,6313,364,1,10,3,0,0
1494573904379,3,BeanShell Sampler,200,OK,bp04 4-1,text,true,,0,0,1,10,0,0,0
1494573904255,366,90 /international-students/life-in-perth,200,OK,bp07 7-1,text,true,,24947,518,1,10,366,0,0
1494573903944,366,bp07s4,200,"Number of samples in transaction : 1, number of failing samples : 0",bp07 7-1,,true,,24947,518,1,10,366,312,0
1494573904395,239,34 /visualid/lib/font-awesome/font-awesome.4.latest.css,200,OK,bp10 10-1,text,true,,37872,387,1,10,100,0,51
1494573904333,515,20 /Events/Open-day,200,OK,bp05 5-1,text,true,,14402,880,1,10,6,0,2
1494573904031,515,bp05s4,200,"Number of samples in transaction : 1, number of failing samples : 0",bp05 5-1,,true,,14402,880,1,10,6,302,2
1494573904941,9,36 /assets/r-772E2629E969026E53EBA20227688FD7/uwaJs.js,200,OK,bp10 10-1,text,true,,102671,358,1,10,4,0,0
1494573904005,1307,5 /,200,OK,bp06 6-1,text,true,,23100,766,1,10,5,0,1
1494573901015,3691,bp06s1,200,"Number of samples in transaction : 2, number of failing samples : 0",bp06 6-1,,true,,46202,1532,1,10,245,607,3
1494573904925,391,91 /international-students,200,OK,bp07 7-1,text,true,,33858,518,1,10,390,0,0
1494573904622,391,bp07s5,200,"Number of samples in transaction : 1, number of failing samples : 0",bp07 7-1,,true,,33858,518,1,10,390,303,0
1494573904099,1236,5 /,200,OK,bp02 2-1,text,true,,22544,1060,1,10,13,0,1
1494573900964,3747,bp02s0A,200,"Number of samples in transaction : 2, number of failing samples : 0",bp02 2-1,,true,,45635,1826,1,10,345,624,20
1494573903896,1644,3 /,200,OK,bp01 1-1,text,true,,23099,1006,1,10,10,0,1
1494573900964,3965,bp01s1,200,"Number of samples in transaction : 2, number of failing samples : 0",bp01 1-1,,true,,45635,1454,1,10,2328,611,66
1494573905253,437,37 /assets/dist/images/logo-full-hor-rev.png,200,OK,bp10 10-1,bin,true,,5430,373,1,10,437,0,2
1494573904005,1990,22 /find-a-course,200,OK,bp09 9-1,text,true,,35513,952,1,10,12,0,2
1494573903695,1990,bp09s2,200,"Number of samples in transaction : 1, number of failing samples : 0",bp09 9-1,,true,,35513,952,1,10,12,310,2
1494573906002,42,40 /assets/dist/images/main-strokes.jpg,200,OK,bp10 10-1,bin,true,,878458,420,1,10,4,0,0
1494573905627,438,92 /international-students/moving-to-perth,200,OK,bp07 7-1,text,true,,19234,520,1,10,438,0,28
1494573905316,438,bp07s6,200,"Number of samples in transaction : 1, number of failing samples : 0",bp07 7-1,,true,,19234,520,1,10,438,311,28
1494573904208,1860,22 /find-a-course,200,OK,bp08 8-1,text,true,,27167,954,1,10,7,0,1
1494573903911,1860,bp08s2,200,"Number of samples in transaction : 1, number of failing samples : 0",bp08 8-1,,true,,27167,954,1,10,7,297,1
1494573904691,1382,?typeOfSearch=course&term=e&json=true,200,OK,bp04 4-1,text,true,,112961,324,1,10,114,0,2
1494573906345,149,39 /gtm.js,200,OK,bp10 10-1,text,true,,39634,338,1,10,137,0,3
1494573905159,1549,21 /,200,OK,bp05 5-1,text,true,,23064,880,1,10,8,0,0
1494573904848,1549,bp05s5,200,"Number of samples in transaction : 1, number of failing samples : 0",bp05 5-1,,true,,23064,880,1,10,8,311,0
1494573901010,4773,bp05,200,"Number of samples in transaction : 5, number of failing samples : 0",bp05 5-1,,true,,60576,2528,1,10,383,925,4
1494573906376,409,93 /international-students,200,OK,bp07 7-1,text,true,,33863,520,1,10,396,0,0
1494573906065,409,bp07s7,200,"Number of samples in transaction : 1, number of failing samples : 0",bp07 7-1,,true,,33863,520,1,10,396,311,0
1494573906797,5,42 /assets/dist/fonts/glyphicons-halflings-regular.woff,200,OK,bp10 10-1,text,true,,23804,442,1,10,5,0,0
1494573907109,4,43 /assets/dist/fonts/uwa-icon-font/uwa-icon-font.woff,200,OK,bp10 10-1,text,true,,10646,441,1,10,4,0,0
1494573905612,1525,9 /find-a-course,200,OK,bp06 6-1,text,true,,33150,968,1,10,55,0,0
1494573905313,1525,bp06s2,200,"Number of samples in transaction : 1, number of failing samples : 0",bp06 6-1,,true,,33150,968,1,10,55,299,0
1494573905643,1503,9 /find-a-course,200,OK,bp02 2-1,text,true,,16785,1284,1,10,7,0,0
1494573905335,1503,bp02s0B,200,"Number of samples in transaction : 1, number of failing samples : 0",bp02 2-1,,true,,16785,1284,1,10,7,308,0
1494573907422,236,45 /analytics/1489393800000/2102409.js,200,OK,bp10 10-1,text,true,,21355,347,1,10,235,0,9
1494573907094,695,94 /international-students/fees-and-scholarships,200,OK,bp07 7-1,text,true,,29492,526,1,10,695,0,0
1494573906785,695,bp07s8,200,"Number of samples in transaction : 1, number of failing samples : 0",bp07 7-1,,true,,29492,526,1,10,695,309,0
1494573906298,1555,23 /courses/Doctor-of-Clinical-Dentistry,200,OK,bp09 9-1,text,true,,23146,986,1,10,15,0,2
1494573904301,3717,47 /Dashboard,200,OK,bp03 3-1,text,true,,101580,1878,1,10,9,0,0
1494573905846,2317,8 /UWAFS/LoginRegister/LoginRegisterUser,200,OK,bp01 1-1,text,true,,762,1108,1,10,2317,0,4
1494573907968,350,46 /devices/uwamenu-sitemap-cache.php,200,OK,bp10 10-1,text,true,,236,391,1,10,350,0,301
